1.740	5.920	s1
5.920	11.740	1a
11.740	14.400	1b
14.400	16.040	1c
16.040	17.700	1d
17.700	20.180	2a
20.180	23.300	2b
23.300	24.720	2c
24.720	26.200	2d
26.200	28.960	3a
28.960	35.860	3b
35.860	39.360	4
39.360	42.420	5a
42.420	43.420	5b
43.420	45.320	5c
45.320	47.940	5d
47.940	50.260	6a
50.260	51.340	6b
51.340	53.400	6c
53.400	54.500	6d
54.500	58.500	6e
58.500	60.460	7a
60.460	62.900	7b
62.900	64.400	7c
64.400	67.020	7d
67.020	69.960	8a
69.960	70.800	8b
70.800	72.060	8c
72.060	73.560	8d
73.560	76.260	9a
76.260	79.780	9b
79.780	81.320	9c
81.320	82.280	9d
82.280	86.260	9e
86.260	87.540	9f
87.540	89.180	9g
89.180	93.640	10a
93.640	96.920	10b
96.920	100.500	10c
100.500	101.760	10d
101.760	103.260	10e
103.260	105.020	10f
105.020	108.480	11a
108.480	112.760	11b
112.760	115.960	11c
115.960	120.200	11d
120.200	121.740	12a
121.740	126.620	12b
126.620	130.460	12c
130.460	133.160	12d
133.160	137.300	13a
137.300	139.420	13b
139.420	142.500	13c
142.500	147.900	14
147.900	151.940	s2
151.940	153.780	15a
153.780	156.280	15b
156.280	164.760	16
164.760	170.480	17a
170.480	174.260	17b
174.260	176.900	17c
176.900	178.240	17d
178.240	183.400	17e
183.400	185.200	18a
185.200	190.220	18b
190.220	192.320	18c
192.320	193.240	19a
193.240	196.240	19b
196.240	197.860	19c
197.860	200.140	19d
200.140	202.400	19e
202.400	204.040	20a
204.040	208.900	20b
208.900	211.340	20c
211.340	215.460	21a
215.460	217.820	21b
217.820	220.720	21c
220.720	222.800	21d
222.800	226.240	21e
226.240	230.700	22a
230.700	231.800	22b
231.800	234.400	22c
234.400	238.360	22d
238.360	240.720	23a
240.720	244.240	23b
244.240	246.720	23c
246.720	250.540	23d
250.540	254.940	24a
254.940	257.560	24b
257.560	259.220	24c
259.220	262.800	24d
262.800	267.300	25
267.300	270.540	26a
270.540	272.520	26b
272.520	276.320	26c
276.320	283.020	26d
283.020	285.300	27a
285.300	287.940	27b
287.940	290.420	27c
290.420	296.660	27d
296.660	300.180	27e
300.180	301.900	27f
301.900	304.640	28a
304.640	306.500	28b
306.500	309.180	28c
309.180	311.360	28d
311.360	316.140	28e
316.140	318.580	28f
318.580	321.820	29a
321.820	323.380	29b
323.380	324.880	29c
324.880	329.620	30a
329.620	332.640	30b
332.640	333.680	30c
333.680	336.240	30d
336.240	339.820	31a
339.820	341.180	31b
341.180	344.380	31c
344.380	346.080	31d
346.080	347.920	31e
